date,year,month,day,commodity,category,region,market_name,season,season_index,festival_flag,festival_name,festival_multiplier,msp_announced,rainfall_mm,rainfall_index,temperature_c,min_price_quintal,max_price_quintal,modal_price_quintal,price_per_kg,arrival_tonnes,demand_kg
2023-03-14,2023,3,14,Tomato,vegetables,Punjab,Khanna Grain Market,Rabi,2,0,,1.0,25.0,59.8,0.199,27.7,2608.2,3332.7,2898.0,28.98,2.79,2782.6
2023-03-14,2023,3,14,Apple,fruits,Punjab,Khanna Grain Market,Rabi,2,0,,1.0,85.0,58.0,0.193,29.3,10282.5,13138.75,11425.0,114.25,1.72,1545.4
2023-03-14,2023,3,14,Mango,fruits,Punjab,Khanna Grain Market,Rabi,2,0,,1.0,60.0,33.3,0.111,25.0,15635.7,19978.95,17373.0,173.73,0.62,526.6
2023-03-14,2023,3,14,Banana,fruits,Uttar Pradesh,Varanasi Mandi,Rabi,2,0,,1.0,28.0,20.5,0.068,26.6,3244.5,4145.75,3605.0,36.05,3.35,3131.4
2023-03-14,2023,3,14,Turmeric,spices,Uttar Pradesh,Varanasi Mandi,Rabi,2,0,,1.0,120.0,32.8,0.109,25.2,15233.4,19464.9,16926.0,169.26,0.83,744.7
2023-03-14,2023,3,14,Onion,vegetables,Uttar Pradesh,Varanasi Mandi,Rabi,2,0,,1.0,20.0,77.2,0.257,27.0,2139.3,2733.55,2377.0,23.77,3.3,2985.5
2023-03-17,2023,3,17,Onion,vegetables,Andhra Pradesh,Guntur Mirchi Yard,Rabi,2,0,,1.0,20.0,7.3,0.024,29.9,3094.2,3953.7,3438.0,34.38,3.48,2953.0
2023-03-17,2023,3,17,Mustard,oilseeds,Andhra Pradesh,Guntur Mirchi Yard,Rabi,2,0,,1.0,54.0,0.0,0.0,25.1,5391.9,6889.65,5991.0,59.91,1.83,1424.4
2023-03-17,2023,3,17,Chilli,spices,Andhra Pradesh,Guntur Mirchi Yard,Rabi,2,0,,1.0,110.0,18.1,0.06,27.1,9405.0,12017.5,10450.0,104.5,0.98,1106.9
2023-03-17,2023,3,17,Wheat,grains,Maharashtra,Lasalgaon Mandi,Rabi,2,0,,1.0,24.0,82.8,0.276,25.9,2776.5,3547.75,3085.0,30.85,7.45,5829.4
2023-03-17,2023,3,17,Apple,fruits,Maharashtra,Lasalgaon Mandi,Rabi,2,0,,1.0,85.0,31.0,0.103,25.1,13141.8,16792.3,14602.0,146.02,1.93,1925.2
2023-03-17,2023,3,17,Mango,fruits,Maharashtra,Lasalgaon Mandi,Rabi,2,0,,1.0,60.0,12.1,0.04,26.7,12279.6,15690.6,13644.0,136.44,0.54,460.8
2023-03-17,2023,3,17,Mustard,oilseeds,Maharashtra,Vashi APMC,Rabi,2,0,,1.0,54.0,37.6,0.125,30.2,5479.2,7001.2,6088.0,60.88,2.04,1626.0
2023-03-17,2023,3,17,Apple,fruits,Maharashtra,Vashi APMC,Rabi,2,0,,1.0,85.0,0.0,0.0,25.8,10701.9,13674.65,11891.0,118.91,1.74,1714.8
2023-03-17,2023,3,17,Turmeric,spices,Maharashtra,Vashi APMC,Rabi,2,0,,1.0,120.0,14.1,0.047,27.8,15320.7,19576.45,17023.0,170.23,0.9,1071.5
2023-03-17,2023,3,17,Rice,grains,Gujarat,Surat APMC,Rabi,2,0,,1.0,32.0,43.9,0.146,22.4,3816.0,4876.0,4240.0,42.4,5.69,5009.2
2023-03-17,2023,3,17,Mustard,oilseeds,Gujarat,Surat APMC,Rabi,2,0,,1.0,54.0,67.4,0.225,27.3,6245.1,7979.85,6939.0,69.39,1.16,1333.9
2023-03-17,2023,3,17,Mango,fruits,Gujarat,Surat APMC,Rabi,2,0,,1.0,60.0,82.7,0.276,25.8,12780.0,16330.0,14200.0,142.0,0.46,420.6
2023-03-17,2023,3,17,Apple,fruits,Tamil Nadu,Koyambedu Market,Rabi,2,0,,1.0,85.0,33.6,0.112,24.0,11750.4,15014.4,13056.0,130.56,1.68,1642.5
2023-03-17,2023,3,17,Mustard,oilseeds,Tamil Nadu,Koyambedu Market,Rabi,2,0,,1.0,54.0,30.2,0.101,27.7,5831.1,7450.85,6479.0,64.79,1.57,1511.2
2023-03-17,2023,3,17,Mango,fruits,Tamil Nadu,Koyambedu Market,Rabi,2,0,,1.0,60.0,45.4,0.151,28.6,11925.9,15238.65,13251.0,132.51,0.55,514.6
2023-03-17,2023,3,17,Onion,vegetables,Punjab,Ludhiana Mandi,Rabi,2,0,,1.0,20.0,60.2,0.201,26.7,2106.9,2692.15,2341.0,23.41,2.93,3525.3
2023-03-17,2023,3,17,Gram (Chana),pulses,Punjab,Ludhiana Mandi,Rabi,2,0,,1.0,58.0,36.1,0.12,26.0,6571.8,8397.3,7302.0,73.02,2.44,2259.4
2023-03-17,2023,3,17,Apple,fruits,Punjab,Ludhiana Mandi,Rabi,2,0,,1.0,85.0,37.3,0.124,24.8,10971.0,14018.5,12190.0,121.9,2.03,1595.6
2023-03-20,2023,3,20,Banana,fruits,Tamil Nadu,Salem Agri Mandi,Rabi,2,1,Holi,1.3,28.0,25.3,0.084,26.9,3749.4,4790.9,4166.0,41.66,2.84,3431.8
2023-03-20,2023,3,20,Turmeric,spices,Tamil Nadu,Salem Agri Mandi,Rabi,2,1,Holi,1.3,120.0,60.5,0.202,26.4,14076.9,17987.15,15641.0,156.41,1.51,1388.7
2023-03-20,2023,3,20,Garlic,spices,Tamil Nadu,Salem Agri Mandi,Rabi,2,1,Holi,1.3,130.0,45.1,0.15,28.0,14634.0,18699.0,16260.0,162.6,0.95,1070.3
2023-03-20,2023,3,20,Gram (Chana),pulses,Punjab,Ludhiana Mandi,Rabi,2,1,Holi,1.3,58.0,56.6,0.189,28.7,6219.0,7946.5,6910.0,69.1,3.81,2976.5
2023-03-20,2023,3,20,Tomato,vegetables,Punjab,Ludhiana Mandi,Rabi,2,1,Holi,1.3,25.0,29.9,0.1,31.4,3715.2,4747.2,4128.0,41.28,4.91,4441.5
2023-03-20,2023,3,20,Potato,vegetables,Punjab,Ludhiana Mandi,Rabi,2,1,Holi,1.3,18.0,16.7,0.056,29.5,2377.8,3038.3,2642.0,26.42,4.98,4696.1
2023-03-20,2023,3,20,Garlic,spices,Tamil Nadu,Koyambedu Market,Rabi,2,1,Holi,1.3,130.0,7.7,0.026,31.1,14266.8,18229.8,15852.0,158.52,1.16,1022.6
2023-03-20,2023,3,20,Mustard,oilseeds,Tamil Nadu,Koyambedu Market,Rabi,2,1,Holi,1.3,54.0,0.0,0.0,26.8,5310.9,6786.15,5901.0,59.01,2.38,2185.0
2023-03-20,2023,3,20,Rice,grains,Tamil Nadu,Koyambedu Market,Rabi,2,1,Holi,1.3,32.0,29.3,0.098,25.4,4374.0,5589.0,4860.0,48.6,7.18,7931.4
2023-03-20,2023,3,20,Apple,fruits,Gujarat,Surat APMC,Rabi,2,1,Holi,1.3,85.0,0.0,0.0,27.1,11435.4,14611.9,12706.0,127.06,1.81,1778.7
2023-03-20,2023,3,20,Wheat,grains,Gujarat,Surat APMC,Rabi,2,1,Holi,1.3,24.0,46.6,0.155,27.3,2775.6,3546.6,3084.0,30.84,5.87,6584.9
2023-03-20,2023,3,20,Banana,fruits,Gujarat,Surat APMC,Rabi,2,1,Holi,1.3,28.0,11.6,0.039,24.4,3696.3,4723.05,4107.0,41.07,2.81,3325.4
2023-03-20,2023,3,20,Rice,grains,Delhi,Azadpur Mandi,Rabi,2,1,Holi,1.3,32.0,46.3,0.154,22.8,4004.1,5116.35,4449.0,44.49,5.74,7079.6
2023-03-20,2023,3,20,Apple,fruits,Delhi,Azadpur Mandi,Rabi,2,1,Holi,1.3,85.0,37.6,0.125,30.0,12616.2,16120.7,14018.0,140.18,2.75,2282.7
2023-03-20,2023,3,20,Mango,fruits,Delhi,Azadpur Mandi,Rabi,2,1,Holi,1.3,60.0,70.8,0.236,27.0,15893.1,20307.85,17659.0,176.59,0.59,665.4
2023-03-20,2023,3,20,Gram (Chana),pulses,Karnataka,Kolar APMC Market,Rabi,2,1,Holi,1.3,58.0,22.1,0.074,28.7,7238.7,9249.45,8043.0,80.43,3.07,2651.0
2023-03-20,2023,3,20,Potato,vegetables,Karnataka,Kolar APMC Market,Rabi,2,1,Holi,1.3,18.0,25.5,0.085,27.9,1744.2,2228.7,1938.0,19.38,4.97,4998.4
2023-03-20,2023,3,20,Chilli,spices,Karnataka,Kolar APMC Market,Rabi,2,1,Holi,1.3,110.0,21.5,0.072,29.4,11831.4,15117.9,13146.0,131.46,1.27,1312.2
2023-03-23,2023,3,23,Soybean,oilseeds,Punjab,Ludhiana Mandi,Rabi,2,1,Holi,1.3,46.0,26.2,0.087,30.6,5231.7,6684.95,5813.0,58.13,2.45,2080.7
2023-03-23,2023,3,23,Onion,vegetables,Punjab,Ludhiana Mandi,Rabi,2,1,Holi,1.3,20.0,6.7,0.022,30.4,2501.1,3195.85,2779.0,27.79,5.26,4081.9
2023-03-23,2023,3,23,Chilli,spices,Punjab,Ludhiana Mandi,Rabi,2,1,Holi,1.3,110.0,40.1,0.134,28.7,12162.6,15541.1,13514.0,135.14,2.01,1699.4
2023-03-23,2023,3,23,Turmeric,spices,Andhra Pradesh,Guntur Mirchi Yard,Rabi,2,1,Holi,1.3,120.0,1.3,0.004,27.5,14058.9,17964.15,15621.0,156.21,1.17,1047.8
2023-03-23,2023,3,23,Banana,fruits,Andhra Pradesh,Guntur Mirchi Yard,Rabi,2,1,Holi,1.3,28.0,46.7,0.156,28.4,3733.2,4770.2,4148.0,41.48,4.2,3505.7
2023-03-23,2023,3,23,Potato,vegetables,Andhra Pradesh,Guntur Mirchi Yard,Rabi,2,1,Holi,1.3,18.0,54.1,0.18,26.8,1896.3,2423.05,2107.0,21.07,5.26,4696.6
2023-03-23,2023,3,23,Wheat,grains,Tamil Nadu,Salem Agri Mandi,Rabi,2,1,Holi,1.3,24.0,45.7,0.152,27.4,2932.2,3746.7,3258.0,32.58,6.45,7383.4
2023-03-23,2023,3,23,Garlic,spices,Tamil Nadu,Salem Agri Mandi,Rabi,2,1,Holi,1.3,130.0,34.4,0.115,28.6,20012.4,25571.4,22236.0,222.36,1.02,975.2
2023-03-23,2023,3,23,Soybean,oilseeds,Tamil Nadu,Salem Agri Mandi,Rabi,2,1,Holi,1.3,46.0,30.2,0.101,32.7,4644.9,5935.15,5161.0,51.61,2.67,2222.1
2023-03-23,2023,3,23,Tomato,vegetables,Maharashtra,Vashi APMC,Rabi,2,1,Holi,1.3,25.0,49.8,0.166,26.9,3414.6,4363.1,3794.0,37.94,4.42,3931.4
2023-03-23,2023,3,23,Onion,vegetables,Maharashtra,Vashi APMC,Rabi,2,1,Holi,1.3,20.0,63.0,0.21,30.9,2497.5,3191.25,2775.0,27.75,6.51,5088.0
2023-03-23,2023,3,23,Banana,fruits,Maharashtra,Vashi APMC,Rabi,2,1,Holi,1.3,28.0,24.6,0.082,28.2,3465.9,4428.65,3851.0,38.51,4.6,4043.9
2023-03-23,2023,3,23,Soybean,oilseeds,Gujarat,Surat APMC,Rabi,2,1,Holi,1.3,46.0,38.0,0.127,30.2,5487.3,7011.55,6097.0,60.97,2.38,1917.2
2023-03-23,2023,3,23,Mango,fruits,Gujarat,Surat APMC,Rabi,2,1,Holi,1.3,60.0,11.9,0.04,28.9,13279.5,16968.25,14755.0,147.55,0.51,614.7
2023-03-23,2023,3,23,Gram (Chana),pulses,Gujarat,Surat APMC,Rabi,2,1,Holi,1.3,58.0,28.0,0.093,28.6,7262.1,9279.35,8069.0,80.69,2.03,2196.2
2023-03-23,2023,3,23,Rice,grains,Karnataka,Yeshwanthpur APMC,Rabi,2,1,Holi,1.3,32.0,0.0,0.0,28.5,3690.0,4715.0,4100.0,41.0,4.99,6105.0
2023-03-23,2023,3,23,Mustard,oilseeds,Karnataka,Yeshwanthpur APMC,Rabi,2,1,Holi,1.3,54.0,20.7,0.069,26.3,5850.0,7475.0,6500.0,65.0,1.86,1798.0
2023-03-23,2023,3,23,Potato,vegetables,Karnataka,Yeshwanthpur APMC,Rabi,2,1,Holi,1.3,18.0,53.1,0.177,28.0,2532.6,3236.1,2814.0,28.14,3.74,3722.3
2023-03-26,2023,3,26,Mustard,oilseeds,Delhi,Azadpur Mandi,Rabi,2,1,Holi,1.3,54.0,48.7,0.162,34.5,5887.8,7523.3,6542.0,65.42,2.63,2231.6
2023-03-26,2023,3,26,Gram (Chana),pulses,Delhi,Azadpur Mandi,Rabi,2,1,Holi,1.3,58.0,46.2,0.154,29.4,7248.6,9262.1,8054.0,80.54,3.03,2630.6
2023-03-26,2023,3,26,Banana,fruits,Delhi,Azadpur Mandi,Rabi,2,1,Holi,1.3,28.0,4.7,0.016,27.1,3539.7,4522.95,3933.0,39.33,4.54,3926.7
2023-03-26,2023,3,26,Banana,fruits,Karnataka,Yeshwanthpur APMC,Rabi,2,1,Holi,1.3,28.0,14.0,0.047,24.7,4193.1,5357.85,4659.0,46.59,4.19,3408.0
2023-03-26,2023,3,26,Potato,vegetables,Karnataka,Yeshwanthpur APMC,Rabi,2,1,Holi,1.3,18.0,26.0,0.087,31.7,2148.3,2745.05,2387.0,23.87,5.88,4546.3
2023-03-26,2023,3,26,Mustard,oilseeds,Karnataka,Yeshwanthpur APMC,Rabi,2,1,Holi,1.3,54.0,11.0,0.037,30.3,6174.0,7889.0,6860.0,68.6,2.28,1852.9
2023-03-26,2023,3,26,Tomato,vegetables,Karnataka,Kolar APMC Market,Rabi,2,1,Holi,1.3,25.0,34.2,0.114,26.5,2635.2,3367.2,2928.0,29.28,2.95,3554.5
2023-03-26,2023,3,26,Onion,vegetables,Karnataka,Kolar APMC Market,Rabi,2,1,Holi,1.3,20.0,15.9,0.053,26.2,2637.0,3369.5,2930.0,29.3,5.16,4288.5
2023-03-26,2023,3,26,Soybean,oilseeds,Karnataka,Kolar APMC Market,Rabi,2,1,Holi,1.3,46.0,38.0,0.127,32.1,5312.7,6788.45,5903.0,59.03,2.31,2004.1
2023-03-26,2023,3,26,Mustard,oilseeds,Punjab,Khanna Grain Market,Rabi,2,1,Holi,1.3,54.0,29.0,0.097,26.1,6372.0,8142.0,7080.0,70.8,1.94,1900.0
2023-03-26,2023,3,26,Wheat,grains,Punjab,Khanna Grain Market,Rabi,2,1,Holi,1.3,24.0,0.0,0.0,28.5,2838.6,3627.1,3154.0,31.54,8.36,6954.6
2023-03-26,2023,3,26,Onion,vegetables,Punjab,Khanna Grain Market,Rabi,2,1,Holi,1.3,20.0,32.7,0.109,29.2,2659.5,3398.25,2955.0,29.55,6.33,4962.4
2023-03-26,2023,3,26,Gram (Chana),pulses,Tamil Nadu,Salem Agri Mandi,Rabi,2,1,Holi,1.3,58.0,75.0,0.25,26.8,6313.5,8067.25,7015.0,70.15,3.19,2664.1
2023-03-26,2023,3,26,Garlic,spices,Tamil Nadu,Salem Agri Mandi,Rabi,2,1,Holi,1.3,130.0,15.8,0.053,27.6,19606.5,25052.75,21785.0,217.85,1.41,1149.9
2023-03-26,2023,3,26,Rice,grains,Tamil Nadu,Salem Agri Mandi,Rabi,2,1,Holi,1.3,32.0,40.1,0.134,27.4,3995.1,5104.85,4439.0,44.39,7.9,7495.1
2023-03-26,2023,3,26,Apple,fruits,Uttar Pradesh,Varanasi Mandi,Rabi,2,1,Holi,1.3,85.0,38.3,0.128,30.4,9868.5,12609.75,10965.0,109.65,1.96,1755.1
2023-03-26,2023,3,26,Chilli,spices,Uttar Pradesh,Varanasi Mandi,Rabi,2,1,Holi,1.3,110.0,7.1,0.024,27.9,13884.3,17741.05,15427.0,154.27,1.56,1571.6
2023-03-26,2023,3,26,Garlic,spices,Uttar Pradesh,Varanasi Mandi,Rabi,2,1,Holi,1.3,130.0,24.4,0.081,28.0,14623.2,18685.2,16248.0,162.48,1.03,914.1
2023-03-29,2023,3,29,Gram (Chana),pulses,Tamil Nadu,Koyambedu Market,Rabi,2,0,,1.0,58.0,8.9,0.03,28.7,6070.5,7756.75,6745.0,67.45,1.7,2014.4
2023-03-29,2023,3,29,Banana,fruits,Tamil Nadu,Koyambedu Market,Rabi,2,0,,1.0,28.0,0.5,0.002,29.0,3361.5,4295.25,3735.0,37.35,2.61,2968.2
2023-03-29,2023,3,29,Turmeric,spices,Tamil Nadu,Koyambedu Market,Rabi,2,0,,1.0,120.0,35.0,0.117,32.4,16329.6,20865.6,18144.0,181.44,1.01,945.5
2023-03-29,2023,3,29,Garlic,spices,Tamil Nadu,Salem Agri Mandi,Rabi,2,0,,1.0,130.0,42.5,0.142,32.1,12412.8,15860.8,13792.0,137.92,0.74,809.1
2023-03-29,2023,3,29,Soybean,oilseeds,Tamil Nadu,Salem Agri Mandi,Rabi,2,0,,1.0,46.0,34.6,0.115,29.4,4347.0,5554.5,4830.0,48.3,1.92,1500.4
2023-03-29,2023,3,29,Gram (Chana),pulses,Tamil Nadu,Salem Agri Mandi,Rabi,2,0,,1.0,58.0,12.6,0.042,23.3,6348.6,8112.1,7054.0,70.54,2.39,2206.8
2023-03-29,2023,3,29,Rice,grains,Gujarat,Surat APMC,Rabi,2,0,,1.0,32.0,61.9,0.206,30.5,3873.6,4949.6,4304.0,43.04,4.9,4913.1
2023-03-29,2023,3,29,Banana,fruits,Gujarat,Surat APMC,Rabi,2,0,,1.0,28.0,23.9,0.08,28.0,3951.0,5048.5,4390.0,43.9,2.92,2484.7
2023-03-29,2023,3,29,Apple,fruits,Gujarat,Surat APMC,Rabi,2,0,,1.0,85.0,60.2,0.201,26.3,9845.1,12579.85,10939.0,109.39,1.68,1570.3
2023-03-29,2023,3,29,Turmeric,spices,Punjab,Ludhiana Mandi,Rabi,2,0,,1.0,120.0,57.7,0.192,30.0,15862.5,20268.75,17625.0,176.25,1.26,1104.4
2023-03-29,2023,3,29,Wheat,grains,Punjab,Ludhiana Mandi,Rabi,2,0,,1.0,24.0,30.5,0.102,33.3,2677.5,3421.25,2975.0,29.75,4.24,5223.5
2023-03-29,2023,3,29,Onion,vegetables,Punjab,Ludhiana Mandi,Rabi,2,0,,1.0,20.0,0.0,0.0,26.7,2409.3,3078.55,2677.0,26.77,3.78,3236.4
2023-03-29,2023,3,29,Wheat,grains,Karnataka,Kolar APMC Market,Rabi,2,0,,1.0,24.0,18.3,0.061,27.6,2892.6,3696.1,3214.0,32.14,5.14,5151.7
2023-03-29,2023,3,29,Gram (Chana),pulses,Karnataka,Kolar APMC Market,Rabi,2,0,,1.0,58.0,56.1,0.187,28.9,6288.3,8035.05,6987.0,69.87,1.71,2029.7
2023-03-29,2023,3,29,Tomato,vegetables,Karnataka,Kolar APMC Market,Rabi,2,0,,1.0,25.0,40.5,0.135,30.0,2505.6,3201.6,2784.0,27.84,2.42,2737.3
2023-03-29,2023,3,29,Chilli,spices,Punjab,Khanna Grain Market,Rabi,2,0,,1.0,110.0,37.3,0.124,30.9,12473.1,15937.85,13859.0,138.59,1.47,1267.0
2023-03-29,2023,3,29,Mustard,oilseeds,Punjab,Khanna Grain Market,Rabi,2,0,,1.0,54.0,28.3,0.094,30.6,6020.1,7692.35,6689.0,66.89,1.39,1465.1
2023-03-29,2023,3,29,Mango,fruits,Punjab,Khanna Grain Market,Rabi,2,0,,1.0,60.0,89.1,0.297,31.6,13946.4,17820.4,15496.0,154.96,0.44,439.5
2023-04-01,2023,4,1,Rice,grains,Tamil Nadu,Salem Agri Mandi,Zaid,3,0,,1.0,32.0,40.5,0.135,30.5,3849.3,4918.55,4277.0,42.77,4.67,4137.6
2023-04-01,2023,4,1,Wheat,grains,Tamil Nadu,Salem Agri Mandi,Zaid,3,0,,1.0,24.0,11.3,0.038,28.6,3009.6,3845.6,3344.0,33.44,4.69,3704.6
2023-04-01,2023,4,1,Soybean,oilseeds,Tamil Nadu,Salem Agri Mandi,Zaid,3,0,,1.0,46.0,53.6,0.179,31.1,4358.7,5569.45,4843.0,48.43,1.58,1926.6
2023-04-01,2023,4,1,Wheat,grains,Andhra Pradesh,Guntur Mirchi Yard,Zaid,3,0,,1.0,24.0,39.3,0.131,27.8,2424.6,3098.1,2694.0,26.94,4.18,3510.6
2023-04-01,2023,4,1,Chilli,spices,Andhra Pradesh,Guntur Mirchi Yard,Zaid,3,0,,1.0,110.0,46.5,0.155,32.8,11790.0,15065.0,13100.0,131.0,1.15,1163.2
2023-04-01,2023,4,1,Turmeric,spices,Andhra Pradesh,Guntur Mirchi Yard,Zaid,3,0,,1.0,120.0,52.9,0.176,30.3,16811.1,21480.85,18679.0,186.79,0.83,819.9
2023-04-01,2023,4,1,Chilli,spices,Karnataka,Kolar APMC Market,Zaid,3,0,,1.0,110.0,95.6,0.319,33.2,10903.5,13932.25,12115.0,121.15,0.85,991.3
2023-04-01,2023,4,1,Rice,grains,Karnataka,Kolar APMC Market,Zaid,3,0,,1.0,32.0,34.0,0.113,29.0,4245.3,5424.55,4717.0,47.17,4.04,4286.0
2023-04-01,2023,4,1,Potato,vegetables,Karnataka,Kolar APMC Market,Zaid,3,0,,1.0,18.0,35.3,0.118,33.8,1877.4,2398.9,2086.0,20.86,4.28,4547.0
2023-04-01,2023,4,1,Rice,grains,Gujarat,Surat APMC,Zaid,3,0,,1.0,32.0,34.3,0.114,27.0,4328.1,5530.35,4809.0,48.09,4.08,3858.5
2023-04-01,2023,4,1,Potato,vegetables,Gujarat,Surat APMC,Zaid,3,0,,1.0,18.0,50.9,0.17,30.3,1933.2,2470.2,2148.0,21.48,4.32,3787.3
2023-04-01,2023,4,1,Chilli,spices,Gujarat,Surat APMC,Zaid,3,0,,1.0,110.0,56.6,0.189,30.9,11072.7,14148.45,12303.0,123.03,1.32,1119.4
2023-04-01,2023,4,1,Soybean,oilseeds,Karnataka,Yeshwanthpur APMC,Zaid,3,0,,1.0,46.0,58.2,0.194,30.1,5074.2,6483.7,5638.0,56.38,1.29,1447.8
2023-04-01,2023,4,1,Apple,fruits,Karnataka,Yeshwanthpur APMC,Zaid,3,0,,1.0,85.0,49.4,0.165,32.7,9083.7,11606.95,10093.0,100.93,1.29,1567.6
2023-04-01,2023,4,1,Rice,grains,Karnataka,Yeshwanthpur APMC,Zaid,3,0,,1.0,32.0,44.4,0.148,25.5,3975.3,5079.55,4417.0,44.17,3.32,3681.9
2023-04-01,2023,4,1,Potato,vegetables,Maharashtra,Vashi APMC,Zaid,3,0,,1.0,18.0,0.0,0.0,29.8,2183.4,2789.9,2426.0,24.26,4.41,5128.2
2023-04-01,2023,4,1,Rice,grains,Maharashtra,Vashi APMC,Zaid,3,0,,1.0,32.0,37.8,0.126,23.7,3789.0,4841.5,4210.0,42.1,4.58,5046.4
2023-04-01,2023,4,1,Tomato,vegetables,Maharashtra,Vashi APMC,Zaid,3,0,,1.0,25.0,70.3,0.234,29.9,2505.6,3201.6,2784.0,27.84,3.48,3476.7
2023-04-04,2023,4,4,Turmeric,spices,Tamil Nadu,Koyambedu Market,Zaid,3,0,,1.0,120.0,83.0,0.277,29.2,12042.9,15388.15,13381.0,133.81,0.81,916.8
2023-04-04,2023,4,4,Mango,fruits,Tamil Nadu,Koyambedu Market,Zaid,3,0,,1.0,60.0,13.3,0.044,26.5,5517.0,7049.5,6130.0,61.3,7.28,5863.6
2023-04-04,2023,4,4,Garlic,spices,Tamil Nadu,Koyambedu Market,Zaid,3,0,,1.0,130.0,50.0,0.167,27.7,20279.7,25912.95,22533.0,225.33,0.88,766.9
2023-04-04,2023,4,4,Gram (Chana),pulses,Punjab,Ludhiana Mandi,Zaid,3,0,,1.0,58.0,48.7,0.162,30.9,6670.8,8523.8,7412.0,74.12,2.85,2313.7
2023-04-04,2023,4,4,Mustard,oilseeds,Punjab,Ludhiana Mandi,Zaid,3,0,,1.0,54.0,4.3,0.014,24.6,5805.9,7418.65,6451.0,64.51,1.82,1587.8
2023-04-04,2023,4,4,Mango,fruits,Punjab,Ludhiana Mandi,Zaid,3,0,,1.0,60.0,23.1,0.077,29.8,7708.5,9849.75,8565.0,85.65,5.93,4786.4
2023-04-04,2023,4,4,Turmeric,spices,Uttar Pradesh,Varanasi Mandi,Zaid,3,0,,1.0,120.0,72.1,0.24,33.0,12899.7,16482.95,14333.0,143.33,0.99,853.6
2023-04-04,2023,4,4,Potato,vegetables,Uttar Pradesh,Varanasi Mandi,Zaid,3,0,,1.0,18.0,70.8,0.236,29.0,1859.4,2375.9,2066.0,20.66,3.88,4019.2
2023-04-04,2023,4,4,Garlic,spices,Uttar Pradesh,Varanasi Mandi,Zaid,3,0,,1.0,130.0,40.5,0.135,28.6,13302.9,16998.15,14781.0,147.81,0.81,703.7
2023-04-04,2023,4,4,Potato,vegetables,Andhra Pradesh,Guntur Mirchi Yard,Zaid,3,0,,1.0,18.0,39.8,0.133,27.7,2266.2,2895.7,2518.0,25.18,2.93,3603.6
2023-04-04,2023,4,4,Onion,vegetables,Andhra Pradesh,Guntur Mirchi Yard,Zaid,3,0,,1.0,20.0,52.2,0.174,30.4,1710.0,2185.0,1900.0,19.0,4.21,4058.0
2023-04-04,2023,4,4,Chilli,spices,Andhra Pradesh,Guntur Mirchi Yard,Zaid,3,0,,1.0,110.0,64.6,0.215,29.4,13710.6,17519.1,15234.0,152.34,1.19,1073.1
2023-04-04,2023,4,4,Mustard,oilseeds,Karnataka,Kolar APMC Market,Zaid,3,0,,1.0,54.0,59.5,0.198,33.2,6404.4,8183.4,7116.0,71.16,1.39,1355.4
2023-04-04,2023,4,4,Gram (Chana),pulses,Karnataka,Kolar APMC Market,Zaid,3,0,,1.0,58.0,21.7,0.072,32.6,6356.7,8122.45,7063.0,70.63,2.17,2177.2
2023-04-04,2023,4,4,Potato,vegetables,Karnataka,Kolar APMC Market,Zaid,3,0,,1.0,18.0,22.2,0.074,27.4,2132.1,2724.35,2369.0,23.69,5.32,4193.7
2023-04-04,2023,4,4,Gram (Chana),pulses,Maharashtra,Vashi APMC,Zaid,3,0,,1.0,58.0,22.4,0.075,31.3,6320.7,8076.45,7023.0,70.23,1.92,2263.2
2023-04-04,2023,4,4,Apple,fruits,Maharashtra,Vashi APMC,Zaid,3,0,,1.0,85.0,40.4,0.135,29.6,10020.6,12804.1,11134.0,111.34,1.42,1682.2
2023-04-04,2023,4,4,Wheat,grains,Maharashtra,Vashi APMC,Zaid,3,0,,1.0,24.0,21.2,0.071,30.7,2939.4,3755.9,3266.0,32.66,3.8,4714.5
2023-04-07,2023,4,7,Wheat,grains,Maharashtra,Lasalgaon Mandi,Zaid,3,0,,1.0,24.0,52.9,0.176,31.4,2863.8,3659.3,3182.0,31.82,5.52,4886.6
2023-04-07,2023,4,7,Garlic,spices,Maharashtra,Lasalgaon Mandi,Zaid,3,0,,1.0,130.0,37.4,0.125,29.7,12636.9,16147.15,14041.0,140.41,1.04,899.6
2023-04-07,2023,4,7,Banana,fruits,Maharashtra,Lasalgaon Mandi,Zaid,3,0,,1.0,28.0,68.3,0.228,28.4,4212.9,5383.15,4681.0,46.81,3.64,3182.0
2023-04-07,2023,4,7,Banana,fruits,Gujarat,Surat APMC,Zaid,3,0,,1.0,28.0,63.8,0.213,30.6,3440.7,4396.45,3823.0,38.23,3.1,2916.6
2023-04-07,2023,4,7,Mango,fruits,Gujarat,Surat APMC,Zaid,3,0,,1.0,60.0,91.9,0.306,31.5,7395.3,9449.55,8217.0,82.17,5.38,5130.4
2023-04-07,2023,4,7,Tomato,vegetables,Gujarat,Surat APMC,Zaid,3,0,,1.0,25.0,61.8,0.206,29.8,2586.6,3305.1,2874.0,28.74,4.39,3633.8
2023-04-07,2023,4,7,Apple,fruits,Maharashtra,Vashi APMC,Zaid,3,0,,1.0,85.0,44.0,0.147,28.7,12010.5,15346.75,13345.0,133.45,1.87,1588.0
