date,category,region,demand_kg,price_per_kg,rainfall_mm,temperature_c,festival_flag,season
2026-01-23,oilseeds,Delhi,518.91,120.76,26.37,29.4,0,Rabi
2026-02-23,fruits,Punjab,619.11,151.67,9.37,32.2,0,Rabi
2025-03-05,pulses,Karnataka,1311.19,147.84,15.72,24.4,0,Rabi
2024-10-13,oilseeds,Gujarat,1783.35,84.4,148.26,31.6,1,Kharif
2026-01-19,pulses,Karnataka,760.64,148.16,41.3,17.0,0,Rabi
2024-09-11,dairy,Kerala,712.96,82.63,135.11,30.0,0,Kharif
2025-02-13,vegetables,Tamil Nadu,1431.39,83.43,42.07,24.4,0,Rabi
2025-04-02,oilseeds,Kerala,1451.21,42.73,33.81,21.5,0,Zaid
2025-01-30,pulses,Tamil Nadu,762.32,174.03,11.36,31.7,0,Rabi
2025-12-15,oilseeds,Delhi,1464.32,144.95,25.63,21.1,0,Rabi
2024-10-10,oilseeds,Andhra Pradesh,824.68,74.71,195.95,33.8,1,Kharif
2025-09-02,pulses,Maharashtra,1649.1,161.92,199.5,20.2,0,Kharif
2026-01-25,vegetables,Karnataka,1506.1,120.88,5.55,23.9,0,Rabi
2024-12-02,spices,Karnataka,1796.85,118.4,19.02,34.5,0,Rabi
2024-10-01,spices,Kerala,1700.73,27.56,221.97,33.4,1,Kharif
2025-06-01,oilseeds,Karnataka,1787.51,72.6,273.23,30.1,0,Kharif
2025-08-09,vegetables,Gujarat,790.51,193.31,218.0,21.1,1,Kharif
2026-01-04,oilseeds,Maharashtra,922.28,177.1,5.63,29.1,0,Rabi
2025-06-23,dairy,Gujarat,644.8,63.54,3.72,24.4,0,Kharif
2025-02-22,vegetables,Karnataka,1397.54,73.5,15.0,29.9,0,Rabi
2026-04-24,pulses,Kerala,1854.34,173.41,33.39,26.9,0,Zaid
2024-12-02,vegetables,Delhi,778.0,34.21,11.98,30.9,0,Rabi
2026-07-26,spices,Gujarat,1374.21,199.18,256.71,25.4,0,Kharif
2024-12-19,dairy,Delhi,1747.06,127.82,5.75,16.9,0,Rabi
2025-03-04,dairy,Maharashtra,1503.8,169.27,43.95,26.4,0,Rabi
2025-05-05,dairy,Tamil Nadu,1145.64,77.05,21.73,30.5,0,Zaid
2025-02-02,vegetables,Kerala,1838.78,99.81,30.35,27.6,0,Rabi
2025-05-08,pulses,Maharashtra,1553.95,62.74,25.62,17.1,0,Zaid
2025-07-14,spices,Gujarat,1231.5,137.4,285.16,27.0,0,Kharif
2024-12-31,oilseeds,Maharashtra,1259.4,134.14,3.55,20.1,0,Rabi
2024-09-12,vegetables,Andhra Pradesh,1208.74,28.22,42.01,20.5,0,Kharif
2026-03-14,vegetables,Maharashtra,997.02,106.77,9.8,27.2,0,Rabi
2026-03-18,dairy,Gujarat,810.49,112.98,0.28,15.2,0,Rabi
2025-07-14,spices,Delhi,555.08,39.44,101.66,31.1,0,Kharif
2026-07-12,vegetables,Delhi,1269.0,72.83,279.53,22.9,0,Kharif
2026-05-13,dairy,Maharashtra,1425.6,40.49,17.26,25.1,0,Zaid
2025-06-09,vegetables,Tamil Nadu,1240.32,146.41,297.85,17.6,0,Kharif
2026-06-19,spices,Andhra Pradesh,1091.86,95.93,123.31,33.2,0,Kharif
2026-05-26,dairy,Andhra Pradesh,1411.86,75.69,41.19,34.1,0,Zaid
2025-01-27,fruits,Andhra Pradesh,502.35,134.55,2.56,20.2,0,Rabi
2025-12-28,oilseeds,Maharashtra,1405.69,143.59,5.72,22.7,0,Rabi
2025-09-15,oilseeds,Gujarat,1053.58,41.78,125.68,30.0,0,Kharif
2024-12-07,vegetables,Gujarat,620.27,83.86,47.09,28.4,0,Rabi
2025-09-22,vegetables,Punjab,1042.88,126.86,3.04,27.7,0,Kharif
2025-04-28,spices,Maharashtra,1418.86,177.27,36.2,17.4,0,Zaid
2025-02-17,fruits,Andhra Pradesh,599.67,116.11,7.11,15.2,0,Rabi
2024-10-03,spices,Gujarat,1413.84,107.48,173.16,15.9,1,Kharif
2025-12-15,dairy,Karnataka,1337.96,81.77,36.46,28.0,0,Rabi
2026-07-08,pulses,Andhra Pradesh,1538.74,97.39,201.89,20.5,0,Kharif
2026-02-14,dairy,Karnataka,1683.48,100.36,39.92,31.4,0,Rabi
2025-10-07,pulses,Gujarat,2812.43,97.58,95.66,26.6,1,Kharif
2026-02-01,fruits,Kerala,1401.61,147.01,34.42,22.5,0,Rabi
2026-01-13,pulses,Andhra Pradesh,1468.61,28.06,38.1,33.9,0,Rabi
2024-09-30,grains,Andhra Pradesh,1275.86,88.2,2.01,22.7,0,Kharif
2026-07-11,grains,Karnataka,1393.98,38.23,254.14,25.6,0,Kharif
2024-09-14,pulses,Delhi,1982.05,101.72,206.48,17.8,0,Kharif
2025-07-12,dairy,Karnataka,541.31,110.98,289.21,22.7,0,Kharif
2026-01-19,grains,Karnataka,546.43,89.84,8.0,15.5,0,Rabi
2025-09-29,grains,Andhra Pradesh,1187.78,72.06,270.02,17.3,0,Kharif
2026-06-10,fruits,Gujarat,970.95,179.91,180.88,31.5,0,Kharif
2025-12-09,vegetables,Andhra Pradesh,932.61,193.0,19.47,22.7,0,Rabi
2025-01-15,spices,Gujarat,1970.16,106.02,26.61,18.4,0,Rabi
2024-11-25,dairy,Kerala,2636.74,84.11,41.34,29.2,1,Rabi
2025-08-14,fruits,Maharashtra,1891.75,141.93,70.51,31.6,1,Kharif
2026-08-22,pulses,Kerala,1121.79,124.94,299.91,18.0,1,Kharif
2024-10-15,fruits,Kerala,1216.45,160.83,220.37,21.0,1,Kharif
2026-06-21,spices,Maharashtra,1688.78,103.06,219.25,18.0,0,Kharif
2026-07-24,dairy,Maharashtra,1566.33,183.25,39.71,26.9,0,Kharif
2026-03-23,fruits,Kerala,1030.19,102.52,1.9,29.9,0,Rabi
2025-03-03,oilseeds,Gujarat,586.61,142.54,23.34,15.7,0,Rabi
2024-12-28,spices,Maharashtra,1923.67,112.32,4.68,30.1,0,Rabi
2025-01-22,spices,Tamil Nadu,953.67,108.46,26.12,26.3,0,Rabi
2025-07-05,oilseeds,Tamil Nadu,1408.63,185.37,108.68,29.5,0,Kharif
2026-03-18,dairy,Karnataka,1183.97,99.82,30.11,26.8,0,Rabi
2025-08-02,oilseeds,Andhra Pradesh,1822.09,199.3,17.84,15.1,1,Kharif
2025-06-26,vegetables,Maharashtra,947.65,63.27,93.57,20.1,0,Kharif
2026-07-18,dairy,Andhra Pradesh,1957.3,59.73,220.21,30.3,0,Kharif
2026-07-08,spices,Andhra Pradesh,545.82,176.97,158.17,27.7,0,Kharif
2024-10-18,dairy,Delhi,2594.55,80.01,219.92,25.6,1,Kharif
2025-11-12,spices,Tamil Nadu,2978.73,56.12,49.73,16.8,1,Rabi
2026-04-30,spices,Tamil Nadu,566.24,81.52,31.65,16.4,0,Zaid
2025-05-16,dairy,Delhi,1905.64,167.95,40.46,32.7,0,Zaid
2024-10-17,grains,Punjab,984.91,91.84,216.94,20.6,1,Kharif
2026-03-20,pulses,Karnataka,536.75,75.1,27.46,27.6,0,Rabi
2026-05-07,dairy,Andhra Pradesh,1546.63,21.1,5.05,32.4,0,Zaid
2024-08-30,fruits,Delhi,1004.1,171.57,72.67,24.6,1,Kharif
2024-12-06,fruits,Punjab,1565.17,140.03,10.56,32.3,0,Rabi
2025-03-09,grains,Delhi,938.77,47.42,13.31,15.4,0,Rabi
2025-08-10,oilseeds,Andhra Pradesh,2645.02,118.82,65.78,15.7,1,Kharif
2024-10-11,grains,Andhra Pradesh,1686.27,156.73,56.35,29.4,1,Kharif
2026-06-12,spices,Punjab,1378.8,132.46,21.53,28.7,0,Kharif
2025-05-21,spices,Punjab,1570.93,168.06,40.2,26.1,0,Zaid
2025-08-30,oilseeds,Gujarat,1071.47,159.56,81.42,24.9,1,Kharif
2026-05-23,spices,Punjab,700.74,133.32,2.72,30.0,0,Zaid
2024-12-09,oilseeds,Maharashtra,500.2,112.0,2.34,20.5,0,Rabi
2026-06-26,spices,Maharashtra,594.03,171.08,1.15,19.9,0,Kharif
2026-06-15,vegetables,Delhi,974.41,38.34,108.07,20.4,0,Kharif
2026-06-13,grains,Punjab,970.02,162.01,267.56,23.7,0,Kharif
2024-12-23,vegetables,Karnataka,1065.98,193.53,4.46,28.7,0,Rabi
2026-04-21,fruits,Andhra Pradesh,1081.47,133.89,35.19,15.1,0,Zaid
2024-10-22,oilseeds,Andhra Pradesh,2354.35,139.95,289.81,30.2,1,Kharif
2025-08-06,vegetables,Gujarat,2330.72,73.65,31.61,30.6,1,Kharif
2025-12-12,pulses,Andhra Pradesh,572.28,84.81,47.84,25.0,0,Rabi
2024-12-20,vegetables,Kerala,1186.55,57.6,18.44,22.4,0,Rabi
2024-12-30,pulses,Tamil Nadu,1651.35,94.97,41.11,32.0,0,Rabi
2025-09-22,vegetables,Maharashtra,1804.64,151.49,194.31,30.9,0,Kharif
2026-05-28,oilseeds,Andhra Pradesh,553.91,91.05,46.54,17.5,0,Zaid
2024-10-22,grains,Gujarat,2942.83,29.4,204.66,24.4,1,Kharif
2026-05-21,vegetables,Gujarat,628.01,27.74,33.34,31.5,0,Zaid
2026-01-20,spices,Punjab,1315.71,37.98,34.4,19.8,0,Rabi
2024-11-29,spices,Delhi,2636.1,147.69,47.44,15.6,1,Rabi
2026-05-25,grains,Tamil Nadu,995.36,183.09,13.33,29.5,0,Zaid
2024-12-21,vegetables,Gujarat,562.49,91.58,38.12,24.1,0,Rabi
2026-03-08,oilseeds,Maharashtra,1281.94,195.68,6.28,15.3,0,Rabi
2026-04-18,grains,Tamil Nadu,1710.73,41.64,13.28,15.4,0,Zaid
2025-12-26,dairy,Maharashtra,1659.71,113.23,17.4,22.4,0,Rabi
2025-04-19,grains,Andhra Pradesh,1469.69,195.35,42.35,15.5,0,Zaid
2025-05-24,grains,Delhi,1674.8,160.47,22.9,23.0,0,Zaid
2025-03-02,pulses,Delhi,598.54,61.08,12.33,24.7,0,Rabi
2026-07-30,oilseeds,Gujarat,1210.71,30.41,287.34,33.9,0,Kharif
2025-11-15,dairy,Delhi,2980.49,118.01,48.14,16.5,1,Rabi
2026-03-29,vegetables,Maharashtra,838.07,55.25,7.04,27.4,0,Rabi
2025-04-29,fruits,Kerala,1367.45,46.45,40.56,27.7,0,Zaid
2024-11-09,oilseeds,Tamil Nadu,2266.79,66.78,17.26,33.3,1,Rabi
2025-01-26,spices,Gujarat,1308.22,30.91,34.5,28.8,0,Rabi
2026-06-12,fruits,Andhra Pradesh,1245.97,61.45,13.37,23.3,0,Kharif
2025-11-03,spices,Kerala,2462.45,83.77,47.45,34.2,1,Rabi
2024-11-19,spices,Karnataka,2839.49,156.95,27.34,18.6,1,Rabi
2026-07-23,oilseeds,Karnataka,1341.31,175.51,144.4,33.0,0,Kharif
2025-06-06,pulses,Maharashtra,705.5,199.1,158.17,22.8,0,Kharif
2025-04-02,pulses,Karnataka,663.34,134.58,24.91,23.1,0,Zaid
2024-11-02,grains,Punjab,1925.71,59.44,22.95,33.4,1,Rabi
2024-10-11,oilseeds,Tamil Nadu,1231.4,22.35,4.26,31.6,1,Kharif
2024-11-27,dairy,Kerala,1548.84,145.7,19.76,34.1,1,Rabi
2025-11-21,fruits,Tamil Nadu,1633.79,173.76,38.65,21.2,1,Rabi
2025-03-17,spices,Maharashtra,1187.35,160.64,48.01,30.3,0,Rabi
2025-03-31,dairy,Karnataka,1404.6,170.37,39.22,22.5,0,Rabi
2025-12-12,pulses,Punjab,1707.13,28.29,40.4,18.6,0,Rabi
2025-10-31,oilseeds,Delhi,2568.62,65.69,73.74,23.1,1,Kharif
2025-08-01,pulses,Andhra Pradesh,751.0,182.25,46.14,34.8,1,Kharif
2026-02-27,fruits,Kerala,1242.01,112.29,24.08,27.7,0,Rabi
2026-04-29,pulses,Andhra Pradesh,548.93,30.39,22.22,20.5,0,Zaid
2025-06-10,vegetables,Punjab,1988.66,89.54,172.15,23.3,0,Kharif
2025-05-06,vegetables,Punjab,1853.35,177.92,48.72,15.6,0,Zaid
2025-08-17,grains,Kerala,2441.49,61.16,286.9,18.0,1,Kharif
2024-09-17,dairy,Maharashtra,1925.69,124.69,130.98,26.6,0,Kharif
2026-01-29,grains,Gujarat,1638.16,70.85,17.65,32.9,0,Rabi
2024-12-03,oilseeds,Punjab,1838.84,95.5,39.02,24.5,0,Rabi
2025-02-21,oilseeds,Punjab,807.02,126.4,9.31,21.6,0,Rabi
2025-04-05,oilseeds,Karnataka,810.61,32.81,3.45,33.8,0,Zaid
2026-06-15,dairy,Maharashtra,1114.12,165.96,250.75,21.6,0,Kharif
2025-11-10,fruits,Andhra Pradesh,2485.03,137.84,7.58,32.5,1,Rabi
2026-04-25,oilseeds,Andhra Pradesh,923.71,96.54,1.88,17.6,0,Zaid
2025-07-16,spices,Maharashtra,500.02,94.98,156.75,16.1,0,Kharif
2026-01-23,fruits,Delhi,839.19,74.76,15.2,19.6,0,Rabi
2024-09-10,grains,Karnataka,1594.02,194.03,67.29,28.3,0,Kharif
2025-07-27,oilseeds,Maharashtra,1772.64,96.07,90.88,21.5,0,Kharif
2025-05-10,vegetables,Delhi,1725.17,52.69,18.55,33.0,0,Zaid
2026-01-04,spices,Gujarat,1977.29,155.76,19.66,26.8,0,Rabi
2025-02-01,vegetables,Delhi,617.68,118.01,35.47,18.3,0,Rabi
2025-12-13,oilseeds,Karnataka,1375.66,191.4,2.12,20.3,0,Rabi
2026-06-20,pulses,Delhi,944.84,148.6,227.7,17.1,0,Kharif
2026-07-16,vegetables,Tamil Nadu,1263.34,86.47,279.88,31.6,0,Kharif
2026-07-01,oilseeds,Delhi,647.35,164.63,36.61,17.5,0,Kharif
2025-09-09,dairy,Karnataka,1016.91,25.55,15.57,17.8,0,Kharif
2026-02-21,spices,Karnataka,1497.72,48.32,5.94,30.3,0,Rabi
2026-07-17,oilseeds,Andhra Pradesh,1920.64,109.33,114.16,18.3,0,Kharif
2025-10-26,pulses,Punjab,786.14,160.79,37.31,31.0,1,Kharif
2026-04-30,vegetables,Karnataka,1764.92,37.55,27.95,25.0,0,Zaid
2025-05-20,spices,Maharashtra,1301.44,117.33,21.48,21.2,0,Zaid
2026-03-25,spices,Delhi,768.88,164.0,27.64,22.9,0,Rabi
2025-10-16,grains,Kerala,2696.92,48.31,92.94,20.8,1,Kharif
2025-02-09,spices,Kerala,1252.27,32.76,15.64,33.7,0,Rabi
2024-10-07,fruits,Delhi,2959.29,133.04,74.25,18.3,1,Kharif
2026-03-04,vegetables,Maharashtra,529.69,90.32,9.57,23.2,0,Rabi
2025-06-06,spices,Maharashtra,1145.81,178.04,181.65,19.9,0,Kharif
2025-09-26,vegetables,Karnataka,625.88,80.02,203.26,16.4,0,Kharif
2024-09-06,spices,Tamil Nadu,1072.16,196.77,235.46,29.7,0,Kharif
2026-04-24,oilseeds,Karnataka,1671.49,161.35,30.06,34.8,0,Zaid
2025-06-23,fruits,Tamil Nadu,1148.03,196.47,20.25,25.4,0,Kharif
2025-05-05,vegetables,Punjab,1956.01,40.39,20.18,29.8,0,Zaid
2026-01-06,fruits,Gujarat,1134.09,82.37,19.88,20.3,0,Rabi
2024-09-29,fruits,Punjab,1224.56,68.34,86.24,28.1,0,Kharif
2026-08-22,spices,Punjab,2108.18,33.86,22.68,34.0,1,Kharif
2024-11-23,grains,Maharashtra,957.15,127.83,31.18,28.0,1,Rabi
2026-04-22,spices,Andhra Pradesh,522.67,193.7,12.54,28.5,0,Zaid
2026-04-19,vegetables,Delhi,1415.01,76.32,13.55,27.0,0,Zaid
2025-10-17,dairy,Gujarat,2880.15,39.06,46.45,33.9,1,Kharif
2024-12-18,spices,Kerala,1824.49,56.47,29.38,29.0,0,Rabi
2026-05-04,vegetables,Andhra Pradesh,1112.23,22.77,29.15,20.1,0,Zaid
2025-03-09,pulses,Kerala,1936.37,91.83,41.99,18.8,0,Rabi
2026-01-08,spices,Delhi,1497.49,109.65,37.14,21.5,0,Rabi
2026-05-13,pulses,Kerala,626.45,165.29,43.07,31.3,0,Zaid
2025-12-31,grains,Maharashtra,1157.58,199.33,11.46,25.9,0,Rabi
2024-11-08,vegetables,Punjab,2326.95,56.72,32.7,31.4,1,Rabi
2025-10-12,oilseeds,Delhi,2800.92,25.31,106.79,15.3,1,Kharif
2025-09-05,grains,Delhi,1866.75,83.87,127.43,19.3,0,Kharif
2025-10-19,vegetables,Kerala,2088.31,87.0,99.91,32.7,1,Kharif
2026-08-24,oilseeds,Kerala,1860.38,70.99,236.03,22.9,1,Kharif
2025-05-29,spices,Maharashtra,880.04,197.78,14.57,30.4,0,Zaid
2026-07-02,vegetables,Maharashtra,809.33,163.95,100.08,32.3,0,Kharif
2025-09-23,vegetables,Karnataka,1789.74,26.3,236.21,23.2,0,Kharif
2025-11-25,fruits,Kerala,2185.4,170.06,24.97,25.7,1,Rabi
2025-03-05,grains,Andhra Pradesh,1675.98,95.49,25.0,30.7,0,Rabi
2026-07-15,fruits,Maharashtra,801.65,126.24,122.29,24.4,0,Kharif
2024-12-02,pulses,Gujarat,658.09,157.6,20.48,28.1,0,Rabi
2026-02-24,vegetables,Karnataka,739.24,48.88,3.52,18.7,0,Rabi
2024-11-29,dairy,Punjab,2733.8,166.54,34.26,17.2,1,Rabi
2026-06-20,dairy,Maharashtra,964.71,64.99,154.5,25.7,0,Kharif
2026-06-19,dairy,Andhra Pradesh,1030.68,169.14,236.79,21.2,0,Kharif
2025-03-03,oilseeds,Delhi,1679.54,133.8,18.68,20.4,0,Rabi
2024-10-01,vegetables,Maharashtra,980.78,90.69,166.01,25.1,1,Kharif
2025-08-29,spices,Maharashtra,2682.34,141.85,251.37,32.2,1,Kharif
2026-07-21,grains,Karnataka,1158.82,129.9,48.11,28.5,0,Kharif
2026-02-01,dairy,Delhi,1540.92,61.33,5.88,18.3,0,Rabi
2025-05-31,dairy,Punjab,1297.83,162.1,14.84,25.8,0,Zaid
2025-03-30,spices,Maharashtra,1121.3,151.83,44.08,17.4,0,Rabi
2025-05-25,oilseeds,Gujarat,1373.22,41.31,10.59,21.2,0,Zaid
2024-10-26,oilseeds,Tamil Nadu,1298.39,68.17,100.7,30.0,1,Kharif
2026-04-13,grains,Andhra Pradesh,1122.1,155.7,43.57,28.6,0,Zaid
2026-08-24,oilseeds,Punjab,1136.31,110.02,123.59,32.4,1,Kharif
2025-08-02,fruits,Andhra Pradesh,1948.13,40.77,181.69,17.3,1,Kharif
2025-09-26,dairy,Tamil Nadu,714.26,144.57,61.88,22.8,0,Kharif
2026-07-25,vegetables,Kerala,806.47,111.4,125.78,15.4,0,Kharif
2024-09-13,vegetables,Kerala,603.57,105.37,168.2,27.6,0,Kharif
2025-02-18,fruits,Gujarat,1822.35,151.64,34.86,30.1,0,Rabi
2026-04-29,dairy,Maharashtra,1811.26,56.62,6.37,20.7,0,Zaid
2025-09-25,oilseeds,Karnataka,1265.84,167.71,121.37,24.7,0,Kharif
2025-11-13,grains,Andhra Pradesh,1671.91,136.6,0.78,20.6,1,Rabi
2025-04-15,fruits,Delhi,562.98,106.27,9.09,29.9,0,Zaid
2024-11-09,oilseeds,Gujarat,1977.57,196.71,22.52,25.3,1,Rabi
2025-05-17,spices,Tamil Nadu,847.32,189.66,2.14,23.9,0,Zaid
2025-11-23,grains,Karnataka,2390.78,129.51,35.33,22.5,1,Rabi
2026-08-13,pulses,Gujarat,851.97,82.99,278.79,22.6,1,Kharif
2025-09-13,fruits,Karnataka,1763.49,87.18,189.6,16.9,0,Kharif
2026-03-12,oilseeds,Delhi,599.69,157.97,29.19,30.6,0,Rabi
2026-01-13,dairy,Karnataka,1704.5,113.24,7.02,28.4,0,Rabi
2025-08-27,pulses,Andhra Pradesh,1619.9,139.25,104.09,22.8,1,Kharif
2025-01-16,fruits,Maharashtra,887.35,128.97,21.66,30.5,0,Rabi
2024-11-02,fruits,Andhra Pradesh,1968.7,156.49,15.35,23.3,1,Rabi
2024-12-02,grains,Karnataka,1079.32,125.93,9.27,27.0,0,Rabi
2025-09-25,fruits,Karnataka,1802.96,150.38,223.73,26.2,0,Kharif
2024-09-19,fruits,Punjab,700.48,99.89,135.23,34.2,0,Kharif
2025-12-07,vegetables,Delhi,1324.01,115.99,31.84,30.0,0,Rabi
2025-12-22,dairy,Maharashtra,1293.09,168.67,23.16,20.6,0,Rabi
2026-03-13,grains,Gujarat,1735.65,31.37,38.84,31.4,0,Rabi
2025-01-23,oilseeds,Tamil Nadu,781.58,35.91,34.95,22.4,0,Rabi
2025-01-16,pulses,Delhi,546.72,66.72,1.68,32.6,0,Rabi
2026-03-17,grains,Tamil Nadu,1336.01,27.02,33.34,21.5,0,Rabi
2024-10-03,spices,Kerala,1906.95,152.52,130.93,28.3,1,Kharif
2024-12-12,fruits,Punjab,1622.01,166.29,35.34,34.3,0,Rabi
2026-07-19,grains,Gujarat,1854.64,188.04,240.4,28.5,0,Kharif
2024-10-06,grains,Andhra Pradesh,1798.11,122.81,91.21,21.4,1,Kharif
2025-02-27,grains,Gujarat,1837.57,172.85,20.3,15.3,0,Rabi
2025-09-27,pulses,Delhi,968.29,22.83,5.14,33.3,0,Kharif
2025-04-05,vegetables,Delhi,963.43,43.88,25.58,15.1,0,Zaid
2026-05-21,grains,Delhi,1122.22,92.42,19.53,16.4,0,Zaid
2025-01-05,dairy,Tamil Nadu,1599.51,141.7,6.92,26.6,0,Rabi
2025-02-04,grains,Tamil Nadu,1892.27,187.25,17.1,25.6,0,Rabi
2025-03-28,grains,Andhra Pradesh,1993.45,196.6,32.48,31.1,0,Rabi
2025-04-17,pulses,Karnataka,1389.74,29.6,22.74,28.5,0,Zaid
2026-06-14,oilseeds,Karnataka,1059.68,189.5,50.21,25.0,0,Kharif
2026-04-05,vegetables,Kerala,1545.7,136.76,13.76,18.1,0,Zaid
2024-09-03,oilseeds,Gujarat,1120.74,56.75,12.7,26.6,0,Kharif
2024-11-07,vegetables,Andhra Pradesh,2884.67,30.91,34.27,15.5,1,Rabi
